,,,,,TestName,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,1.35 VDC Measurment,1.275 VDC Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,AI1 Data Calibrated,AI2 Data Calibrated,AI3 Data Calibrated,AI4 Data Calibrated,AI5 Data Calibrated,AI6 Data Calibrated,AI7 Data Calibrated,AI8 Data Calibrated,AI9 Data Calibrated,AI1 Calibration,AI2 Calibration,AI3 Calibration,AI4 Calibration,AI5 Calibration,AI6 Calibration,AI7 Calibration,AI8 Calibration,AI9 Calibration,UIO1 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,2.5V Reference Calibration,2.5V_Buf Reference,UI1 Data Calibrated,UI1 Calibration,AO1 Data Calibrated,AO1 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,Binary Output 5 Led ON,Binary Output 6 Led ON,Binary Output 7 Led ON,Binary Output 8 Led ON,Binary Output 9 Led ON,Binary Output 10 Led ON,Binary Output 11 Led ON,Binary Output 12 Led ON,Binary Output 13 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,24 VAC Binary Output 5,24 VAC Binary Output 6,24 VAC Binary Output 7,24 VAC Binary Output 8,24 VAC Binary Output 9,24 VAC Binary Output 10,24 VAC Binary Output 11,24 VAC Binary Output 12,24 VAC Binary Output 13,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,Binary Output 5 Led OFF,Binary Output 6 Led OFF,Binary Output 7 Led OFF,Binary Output 8 Led OFF,Binary Output 9 Led OFF,Binary Output 10 Led OFF,Binary Output 11 Led OFF,Binary Output 12 Led OFF,Binary Output 13 Led OFF,0 VAC Binary Output 1,0 VAC  Binary Output 2,0 VAC  Binary Output 3,0 VAC  Binary Output 4,0 VAC  Binary Output 5,0 VAC  Binary Output 6,0 VAC  Binary Output 7,0 VAC  Binary Output 8,0 VAC  Binary Output 9,0 VAC  Binary Output 10,0 VAC  Binary Output 11,0 VAC  Binary Output 12,0 VAC  Binary Output 13,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 7 High,Binary Input 8 High,Binary Input 9 High,Binary Input 10 High,Binary Input 11 High,Binary Input 12 High,Binary Input 13 High,Binary Input 14 High,Binary Input 15 High,Binary Input 16 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,Binary Input 7 Low,Binary Input 8 Low,Binary Input 9 Low,Binary Input 10 Low,Binary Input 11 Low,Binary Input 12 Low,Binary Input 13 Low,Binary Input 14 Low,Binary Input 15 Low,Binary Input 16 Low,AI1 Resistance Input Mode 10k,AI2 Resistance Input Mode 10k,AI3 Resistance Input Mode 10k,AI4 Resistance Input Mode 10k,AI5 Resistance Input Mode 10k,AI6 Resistance Input Mode 10k,AI7 Resistance Input Mode 10k,AI8 Resistance Input Mode 10k,AI9 Resistance Input Mode 10k,AO1 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO1 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UART Test,UART LED11 Test,UART LED12 Test,UART LED13 Test,UART LED14 Test,USB Host J2 Test,USB Device P13 Test,Ethernet Loockback Test,System LEDs Test ON,LED9 Test ON,LED10 Test ON,LED3 Test ON,System LEDs Test OFF,LED9 Test OFF,LED10 Test OFF,LED3 Test OFF,LCD Display 1 Test,LCD Display 2 Test,Push-Bottom Test,Rotary Switch Test,Setting Calibration RTC_CLK_OUT,RTC_CLK_OUT Test,Match Date Calibration,Incrementing Date,Mac Address Assigment,Mac Address Assigned,Hardware Programmed,Serial Number Programmed,Login to SO and Change Directory,Request Cert and Certificate Installed,PS Processor Version,Device Tree md5sum,Device Tree (copy) md5sum,Field Kernel md5sum,Field Kernel (copy) md5sum,Recovery Kernel md5sum,U-boot md5sum,Reset Controller,Disable Debug Console
S230306432,21/01/2023 05:58:31 a. m.,491.93s,2,Failed,Login to SO and Change Directory,0.185089,23.7819786,4.99917485,3.32678069,1.34988287,1.2745058,23.782191,1.88595584,Passed,Passed,011F81,0288FFE27FF30B109C0A0011,0289FFE47FE70B0F9C0A0009,028AFFD87FDF0B0B9C110013,028BFFD97FE30B0A9C0A0016,028CFFD77FDF0B089C0C0013,028DFFD97FD40B079C0B0017,028EFFD07FDC0B0A9C130014,028FFFD97FE20B0C9C0D000F,0290FFCF7FE20B0E9C14001A,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FB0015576600059C1C0015271C,02929BFA,Passed,Passed,2495.60943,0286DA3977BB0B606E0B000B89DA0011,Passed,02876DF30019,Passed,68829,58285,64122,65951,60954,78752,74931,59544,63882,68962,68638,27923,23882,23.871968,23.8723424,23.8721935,23.8741817,23.874508,23.8744,23.8743516,23.8743696,23.8744917,23.8729683,23.8730909,23.8747979,23.875566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155522123,0.17806654,0.187999553,0.170499938,0.155527566,0.161945485,0.162618359,0.164058597,0.167224943,0.16553408,0.161828875,0.149171583,0.159368906,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,9991,9995,9996,9996,9997,9995,9997,9997,9998,10.07,0.01,9.91,0.00,80.38,9.99,10.00,9996,10.02,10003,Passed,Passed,10.00,0.04,Passed,18222,29240,7733,14685,Passed,Passed,Passed,Passed,99999,99999,41798,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9238,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230306377,21/01/2023 06:02:01 a. m.,723.53s,1,Passed,,0.187073,23.7573053,5.01253183,3.31023169,1.34839372,1.27469386,23.7589493,23.758695,Passed,Passed,011F81,0288FFD87FE10B0A9C520010,0289FFD57FD80B099C520010,028AFFD07FD70B029C530015,028BFFCC7FD80B059C520016,028CFFCC7FD80AFD9C510018,028DFFC77FD20AFC9C520018,028EFFC47FD20AFF9C560016,028FFFD07FD90B049C550012,0290FFC47FDA0B099C5D0016,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544EB0014578F000F9C65001B2710,02929C41,Passed,Passed,2500.07678,0286D90F77340B576E09000E8A010013,Passed,02876E7C001C,Passed,56191,56050,31305,79022,59956,62688,72249,66513,36226,42213,11044,70140,77919,23.8680597,23.8679648,23.8683226,23.8702385,23.8703162,23.8704529,23.8704771,23.8702088,23.8705955,23.8681873,23.8692352,23.8712393,23.8713008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140621045,0.141865107,0.150249705,0.185571684,0.183108793,0.164320027,0.156111972,0.174958711,0.126477121,0.151132739,0.157215496,0.142066973,0.140098295,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,9999,10000,10000,10000,10000,10000,9999,10000,10.03,0.00,10.08,0.00,80.41,10.00,9.99,9998,10.01,9998,Passed,Passed,10.00,0.04,Passed,23882,51238,29745,23549,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0392,Passed,Passed,Passed,00:12:EA:11:03:A8,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306432,21/01/2023 07:18:45 a. m.,531.16s,2,Passed,,0.183029,23.7826512,4.99956774,3.32683237,1.3498762,1.27449048,23.7819708,1.83644074,Passed,Passed,011F81,0288FFDC7FE00B0C9C08000C,0289FFE07FDC0B0B9C0C000A,028AFFDB7FD70B059C050014,028BFFDA7FDB0B049BFE0022,028CFFDA7FD80B039C070018,028DFFD97FCB0B019C090017,028EFFD27FD60B049C080016,028FFFDD7FDE0B059C080012,0290FFD37FDF0B089C080021,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544F80016575C00119C1300182719,02929BFA,Passed,Passed,2495.60695,0286DA4377B80B636E02001189DE0015,Passed,02876DF3001B,Passed,69615,59031,64827,66767,62841,79507,75849,61422,65709,70212,69924,28058,24209,23.8780957,23.8783576,23.8784266,23.8802832,23.8804689,23.8804321,23.880355,23.8805342,23.8807275,23.8792539,23.879149,23.8816113,23.8818332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144539124,0.1657518,0.178761478,0.161676422,0.147995351,0.156573608,0.157390342,0.157160184,0.16103057,0.161099898,0.159407354,0.148532432,0.157784525,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10002,10002,10002,10002,10002,10001,10001,10002,10001,10.07,0.01,9.91,0.00,80.35,9.99,9.99,9998,10.01,10003,Passed,Passed,10.03,0.04,Passed,18222,28984,8089,14685,Passed,Passed,Passed,Passed,99999,99999,41375,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.9393,Passed,Passed,Passed,00:12:EA:11:03:A9,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306508,21/01/2023 07:30:39 a. m.,518.24s,1,Passed,,0.184357,23.6897291,4.99945961,3.31541481,1.35736135,1.27097805,23.6908254,1.86788878,Passed,Passed,011F81,0288FFD47FDD0B099C070011,0289FFD77FDA0B0A9C09000D,028AFFCE7FD70B059C0B0012,028BFFCD7FD50B059C0B0015,028CFFCF7FDA0B019C080018,028DFFCD7FDA0B029C080018,028EFFC87FD30B029C0C0016,028FFFD37FD80B089C0B0012,0290FFC87FDF0B0A9C110019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CD0019576B00099C19001A2717,02929BF7,Passed,Passed,2495.42229,0286D9DA778D0B5A6E64000C8A8B0011,Passed,02876DF5001E,Passed,55334,56743,34415,80542,61367,66061,73474,64501,38059,41088,8439,70247,78905,23.8771228,23.8772065,23.877448,23.8792435,23.879322,23.8792457,23.8792978,23.8793531,23.8794561,23.8771577,23.8782012,23.8799336,23.8802969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795796053,0.0863337715,0.0826351435,0.098788882,0.087879724,0.0956915362,0.085306457,0.0953030485,0.0870648244,0.101402332,0.110465177,0.10496193,0.101429091,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10001,10000,10001,10001,10000,10001,10000,10000,10.05,0.00,9.82,0.00,80.27,10.00,9.98,9999,10.01,10003,Passed,Passed,9.99,0.04,Passed,23380,51149,30956,23549,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.3912,Passed,Passed,Passed,00:12:EA:11:03:AA,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306701,21/01/2023 07:31:04 a. m.,479.09s,2,Failed,Rotary Switch Test,0.182175,23.8229004,4.97646894,3.31356948,1.35011346,1.27204725,23.8228323,2.11107446,Passed,Passed,011F81,0288FFE07FE90B0D9C4F000C,0289FFE67FDE0B0A9C490017,028AFFE47FDC0B069C510016,028BFFE17FD70B029C4D001D,028CFFE07FDE0B029C500018,028DFFE07FE00B029C520018,028EFFDA7FDD0B049C51001C,028FFFE47FE00B069C4C0017,0290FFDA7FE60B089C550019,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544A30018578700119C5B001C2720,02929C43,Passed,Passed,2500.16453,0286D90677270B4F6DE6000F89AB0015,Passed,02876E2A001A,Passed,72152,55224,65352,66704,72681,79301,73458,62431,65352,68210,70792,20673,24692,23.8773388,23.8773619,23.8774609,23.8794789,23.8796646,23.8796322,23.8797258,23.8797144,23.8798907,23.8780587,23.8782773,23.8806126,23.8806793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105866324,0.117898736,0.14093146,0.121031791,0.105733594,0.114906256,0.110405407,0.0967979016,0.10508276,0.107304591,0.101145236,0.099851853,0.0971110332,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,10000,10001,9999,10000,10000,10001,10.05,0.00,9.98,0.00,80.34,9.99,9.99,9996,10.01,10013,Passed,Passed,9.98,0.04,Passed,18004,35100,7733,15689,Passed,Passed,Passed,Passed,99999,99999,42145,Passed,0,0,0,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,
S230306745,21/01/2023 07:36:38 a. m.,129.01s,1,Failed,24 VAC Binary Output 3,0.188217,23.8151285,5.01730874,3.34687265,1.34661106,1.27080088,23.8168549,23.8166613,Passed,Passed,011F81,0288FFD57FE30B079C9F0011,0289FFDB7FDE0B079C9F0010,028AFFD37FDC0B039CA00016,028BFFD27FDD0B049CA20015,028CFFD27FDB0B009C9F0018,028DFFD47FDD0B019CA20016,028EFFCE7FD20B019CA40016,028FFFD57FDC0B049CA30011,0290FFCE7FE40B069CA90018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02854504001657C600109CAE0018271C,02929C91,Passed,Passed,2505.03221,0286DB1C785B0B706E2800108A0F001A,Passed,02876E6C001D,Passed,56913,55838,32099,81877,63069,65951,76623,70999,37637,40427,9121,66385,79553,23.8793463,23.8794383,0.0552324881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S230306853,21/01/2023 07:43:46 a. m.,640.42s,2,Passed,,0.187439,23.7627064,5.00344296,3.33206827,1.34874158,1.27277876,23.7628722,23.7619013,Passed,Passed,011F81,0288FFE57FE30B109C4C0011,0289FFE57FDF0B0E9C480018,028AFFD97FD60B0B9C4C0019,028BFFD87FDA0B099C4E0019,028CFFD67FD50B069C500012,028DFFD87FD90B079C4E0015,028EFFCF7FD40B099C530015,028FFFD87FD90B0A9C530010,0290FFCE7FDD0B0D9C5B001D,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544ED0017578800049C6300152721,02929C41,Passed,Passed,2500.06644,0286DA3E77BE0B606DFE000F89E30013,Passed,02876E7B001A,Passed,70318,58970,67733,65621,71542,79046,75129,60015,70583,71153,72378,23882,24209,23.8787874,23.8788895,23.8790943,23.8810014,23.8812355,23.8811577,23.881302,23.8812433,23.8811104,23.8798204,23.8801178,23.8822738,23.8825188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891897265,0.0862080122,0.0880416865,0.0838932767,0.0842670686,0.0900889945,0.0864714516,0.0963542284,0.0961468048,0.0998318224,0.1060572,0.106934187,0.111645923,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10000,10000,10000,10001,10000,10000,10000,10.07,0.00,9.98,0.00,80.32,9.99,10.00,9996,10.01,10011,Passed,Passed,10.01,0.04,Passed,18222,29240,7371,12234,Passed,Passed,Passed,Passed,99999,99999,43019,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.8467,Passed,Passed,Passed,00:12:EA:11:03:AB,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230305068,21/01/2023 07:54:29 a. m.,520.79s,1,Passed,,0.188553,23.6805396,5.00481628,3.33852559,1.35579265,1.27306042,23.682037,1.86011993,Passed,Passed,011F81,0288FFCF7FD60B0A9C17000F,0289FFD67FD50B089C18000D,028AFFC87FD00B069C180014,028BFFC67FD10B069C180017,028CFFC97FD10B029C12001F,028DFFCF7FD50B039C15001A,028EFFC97FD00B039C180019,028FFFCB7FD30B089C160017,0290FFCA7FD90B099C1A001D,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544CA001D574D00119C2800142712,02929C05,Passed,Passed,2496.33548,0286DB0978060B606E08001289E90015,Passed,02876E080020,Passed,55944,55731,30116,78633,58474,65995,72522,69724,31305,33289,9121,74384,83151,23.8721449,23.8725017,23.8725736,23.8745516,23.874346,23.8745709,23.874433,23.874479,23.8744673,23.8722764,23.8734104,23.8753477,23.8758571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989038208,0.102061175,0.10397253,0.140178453,0.111914727,0.11348547,0.111683222,0.128299175,0.102736809,0.127634906,0.135208989,0.131888164,0.13394263,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10004,10003,10004,10004,10003,10001,10001,10003,10001,10.08,0.01,10.02,0.00,80.43,10.00,10.00,9997,10.01,9997,Passed,Passed,10.01,0.04,Passed,24692,50789,31763,24371,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2152,Passed,Passed,Passed,00:12:EA:11:03:AC,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306964,21/01/2023 07:59:17 a. m.,682.98s,2,Failed,Login to SO and Change Directory,0.187851,23.7676955,4.99335453,3.32869035,1.34804862,1.27623865,23.7681698,23.7674067,Passed,Passed,011F81,0288FFDE7FE10B119C54000A,0289FFE27FE00B109C52000D,028AFFDF7FD30B079C4F0015,028BFFDD7FD70B059C4B001E,028CFFDC7FDC0B049C540010,028DFFDC7FD90B049C560011,028EFFD67FD20B059C530011,028FFFE07FE00B079C49001E,0290FFD47FDF0B089C56001B,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544BA00145795000D9C6000142719,02929C41,Passed,Passed,2500.09279,0286D9DA779B0B636E0B000D89F80012,Passed,02876DFA0019,Passed,71758,55767,66191,63467,71102,76819,69596,64642,68772,71170,71187,23380,23716,23.878102,23.8779919,23.8781166,23.8803078,23.880307,23.8802203,23.8804042,23.8804402,23.8805127,23.8786753,23.8787427,23.8814195,23.8816233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147086457,0.171942098,0.181887965,0.160211804,0.143310131,0.150123224,0.149681332,0.152254804,0.146181056,0.137992977,0.140673439,0.129680418,0.129868794,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10005,10004,10002,10003,10002,10003,10001,10002,10002,10.05,0.01,10.00,0.00,80.36,9.99,9.99,9997,10.01,10002,Passed,Passed,10.03,0.04,Passed,18222,35100,7733,15689,Passed,Passed,Passed,Passed,99999,99999,42213,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.7726,Passed,Passed,Passed,,Passed,Passed,Failed,,,,,,,,,,
S230306630,21/01/2023 08:10:14 a. m.,520.56s,2,Passed,,0.186279,23.7022811,5.01258018,3.31277791,1.35231042,1.27243295,23.7026403,1.79316118,Passed,Passed,011F81,0288FFDB7FE20B0E9C270006,0289FFDC7FDC0B0C9C28000B,028AFFD47FD80B089C2C0007,028BFFD37FD80B069C27000D,028CFFD07FD60B049C260012,028DFFD47FD90B059C2B000D,028EFFCA7FD80B069C2C000B,028FFFD47FE00B089C28000C,0290FFCA7FE10B0B9C32000E,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544FD0016577F00199C3B0010271A,02929C0E,Passed,Passed,2496.85656,0286D96D77520B586D93001389580016,Passed,02876DCF001E,Passed,71033,61530,66788,64122,74688,79381,74442,65262,67369,70513,72184,28058,22339,23.8706226,23.8710965,23.8710242,23.8727959,23.8731485,23.8731253,23.8732844,23.873154,23.8733122,23.8721198,23.8721105,23.874347,23.8744818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105875132,0.125692965,0.13337868,0.136004472,0.133373665,0.143333242,0.150600397,0.15749099,0.163950675,0.165950129,0.165321024,0.154238535,0.16649062,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,9999,10000,9999,9999,9999,9999,10000,9999,10.06,0.01,9.86,0.00,80.37,10.00,10.00,9998,10.01,10008,Passed,Passed,10.00,0.04,Passed,17783,28592,7733,12234,Passed,Passed,Passed,Passed,99999,99999,41588,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32769.6429,Passed,Passed,Passed,00:12:EA:11:03:AE,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230306450,21/01/2023 08:13:32 a. m.,718.23s,1,Passed,,0.184509,23.6915001,5.00141919,3.32091301,1.35005752,1.27314097,23.6930057,1.95652339,Passed,Passed,011F81,0288FFD57FE90B0D9C7C000D,0289FFDC7FDF0B0A9C7B000E,028AFFD17FDD0B079C7E0014,028BFFD37FDE0B099C7F0012,028CFFD47FDE0B029C7D0016,028DFFD67FD90B029C7C0018,028EFFD07FD70B049C800014,028FFFD47FDF0B099C7D0013,0290FFCE7FE10B099C830018,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E50015578600139C8700182718,02929C6D,Passed,Passed,2502.78204,0286D97B776C0B5C6EBA000D8AB00013,Passed,02876E660019,Passed,56365,58443,32431,79278,61148,65464,73519,63615,39119,30600,7003,72964,79197,23.874303,23.8745853,23.874729,23.8764987,23.8765156,23.876397,23.8766746,23.8767626,23.8768137,23.8743782,23.8753364,23.8777557,23.8778384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130175168,0.130342117,0.135607679,0.17018818,0.159315373,0.140639762,0.136778345,0.151266518,0.111999368,0.137844436,0.145148025,0.135533752,0.137628371,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10001,10000,10001,10001,10001,10000,10000,10001,10000,10.05,0.00,9.68,0.00,80.36,10.00,9.99,9977,10.01,9999,Passed,Passed,9.99,0.04,Passed,23039,50561,31649,28460,Passed,Passed,Passed,Passed,99999,99999,99999,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.2677,Passed,Passed,Passed,00:12:EA:11:03:AF,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
S230102627,21/01/2023 08:31:08 a. m.,516.47s,2,Passed,,0.185135,23.7870737,4.98693488,3.33168911,1.34611746,1.27255094,23.7870453,1.95898403,Passed,Passed,011F81,0288FFC67FE20B0D9C49000C,0289FFCF7FDA0B0A9C500008,028AFFCF7FD70B059C4A0013,028BFFCC7FDC0B029C4D0015,028CFFCC7FD60AFE9C4D0014,028DFFCA7FDA0AFF9C44001A,028EFFC47FD90B039C4C0016,028FFFD07FDA0B049C480019,0290FFC47FDD0B099C510014,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,028544E90014575800169C5500192729,02929C36,Passed,Passed,2499.37597,0286DAE3780E0B706E0C000F89F70013,Passed,02876E7C001D,Passed,71841,60332,68327,68112,75753,79496,75589,64146,71390,69797,71675,23380,23380,23.8689398,23.8689189,23.8684337,23.8722572,23.8724664,23.8725125,23.8724941,23.8725402,23.8726831,23.8701502,23.8700947,23.8738181,23.8742651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133111233,0.156678509,0.164179337,0.151772245,0.145074387,0.151326038,0.157141385,0.163784271,0.163801749,0.16261963,0.167079468,0.15759723,0.167143757,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10000,10000,10000,9999,10000,9998,10000,9998,10000,10.06,0.00,9.99,0.00,80.18,9.99,9.99,9995,10.02,10017,Passed,Passed,10.01,0.04,Passed,17561,29112,7733,11943,Passed,Passed,Passed,Passed,99999,99999,43604,Passed,0,0,0,Passed,Passed,Passed,Passed,Passed,32770.0235,Passed,Passed,Passed,00:12:EA:11:03:B0,Passed,Passed,Passed,Passed,25, 3a70eea449ac4a1d768753ec9c26c3d9, 3a70eea449ac4a1d768753ec9c26c3d9, 162441d06a4f1928a4d032085114e5d9, 162441d06a4f1928a4d032085114e5d9, 43f385263d267c78bc9e2f89d1e54cb7, c96afdbb7d6771e539bea3d6568e9be8,Passed,Passed
